date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202126,ZH,unknown,37,sex,NA,787,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202127,ZH,unknown,31,sex,NA,818,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202128,ZH,unknown,24,sex,NA,842,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202129,ZH,unknown,17,sex,NA,859,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202130,ZH,unknown,15,sex,NA,874,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202131,ZH,unknown,6,sex,NA,880,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202132,ZH,unknown,13,sex,NA,893,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202133,ZH,unknown,15,sex,NA,908,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202134,ZH,unknown,17,sex,NA,925,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202135,ZH,unknown,17,sex,NA,942,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202136,ZH,unknown,25,sex,NA,967,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202137,ZH,unknown,30,sex,NA,997,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202138,ZH,unknown,23,sex,NA,1020,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202139,ZH,unknown,13,sex,NA,1033,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202140,ZH,unknown,10,sex,NA,1043,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202141,ZH,unknown,13,sex,NA,1056,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202142,ZH,unknown,6,sex,NA,1062,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202143,ZH,unknown,6,sex,NA,1068,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202144,ZH,unknown,7,sex,NA,1075,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.001,0.1
202145,ZH,unknown,10,sex,NA,1085,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202146,ZH,unknown,9,sex,NA,1094,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202147,ZH,unknown,7,sex,NA,1101,NA,NA,COVID19AtLeastOneDosePersons,2021-12-02_07-48-44,detailed,0.002,0.2
202052,AG,male,0,sex,348814,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,AG,male,0,sex,348814,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202101,AG,male,2,sex,348814,2,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202102,AG,male,7,sex,348814,9,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202103,AG,male,51,sex,348814,60,0.01,0.02,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.309,30.9
202104,AG,male,336,sex,348814,396,0.1,0.11,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.435,43.5
202105,AG,male,1122,sex,348814,1518,0.32,0.44,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.434,43.4
202106,AG,male,1226,sex,348814,2744,0.35,0.79,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202107,AG,male,2500,sex,348814,5244,0.72,1.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.473,47.3
202108,AG,male,2648,sex,348814,7892,0.76,2.26,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.406,40.6
202109,AG,male,2394,sex,348814,10286,0.69,2.95,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.402,40.2
202110,AG,male,1906,sex,348814,12192,0.55,3.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.406,40.6
202111,AG,male,2331,sex,348814,14523,0.67,4.16,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.451,45.1
202112,AG,male,3968,sex,348814,18491,1.14,5.3,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.47,47
202113,AG,male,3016,sex,348814,21507,0.86,6.17,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.474,47.4
202114,AG,male,4090,sex,348814,25597,1.17,7.34,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202115,AG,male,2962,sex,348814,28559,0.85,8.19,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.461,46.1
202116,AG,male,3954,sex,348814,32513,1.13,9.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202117,AG,male,4598,sex,348814,37111,1.32,10.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.471,47.099999999999994
202118,AG,male,5703,sex,348814,42814,1.63,12.27,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.469,46.9
202119,AG,male,6125,sex,348814,48939,1.76,14.03,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.425,42.5
202120,AG,male,10187,sex,348814,59126,2.92,16.95,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.475,47.5
202121,AG,male,8561,sex,348814,67687,2.45,19.4,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202122,AG,male,12983,sex,348814,80670,3.72,23.13,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.499,49.9
202123,AG,male,9218,sex,348814,89888,2.64,25.77,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.475,47.5
202124,AG,male,8743,sex,348814,98631,2.51,28.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.49,49
202125,AG,male,12317,sex,348814,110948,3.53,31.81,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202126,AG,male,14213,sex,348814,125161,4.07,35.88,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.538,53.800000000000004
202127,AG,male,17023,sex,348814,142184,4.88,40.76,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.546,54.6
202128,AG,male,13618,sex,348814,155802,3.9,44.67,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.559,55.900000000000006
202129,AG,male,7962,sex,348814,163764,2.28,46.95,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.542,54.2
202130,AG,male,5088,sex,348814,168852,1.46,48.41,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.518,51.800000000000004
202131,AG,male,3632,sex,348814,172484,1.04,49.45,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.513,51.300000000000004
202132,AG,male,3490,sex,348814,175974,1,50.45,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202133,AG,male,2838,sex,348814,178812,0.81,51.26,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.523,52.300000000000004
202134,AG,male,3107,sex,348814,181919,0.89,52.15,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.509,50.9
202135,AG,male,2899,sex,348814,184818,0.83,52.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202136,AG,male,3076,sex,348814,187894,0.88,53.87,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.508,50.8
202137,AG,male,3722,sex,348814,191616,1.07,54.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.496,49.6
202138,AG,male,4482,sex,348814,196098,1.28,56.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.498,49.8
202139,AG,male,4952,sex,348814,201050,1.42,57.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202140,AG,male,5217,sex,348814,206267,1.5,59.13,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.524,52.400000000000006
202141,AG,male,5643,sex,348814,211910,1.62,60.75,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202142,AG,male,4219,sex,348814,216129,1.21,61.96,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.534,53.400000000000006
202143,AG,male,2980,sex,348814,219109,0.85,62.82,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202144,AG,male,1995,sex,348814,221104,0.57,63.39,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.544,54.400000000000006
202145,AG,male,1528,sex,348814,222632,0.44,63.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.516,51.6
202146,AG,male,1300,sex,348814,223932,0.37,64.2,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.507,50.7
202147,AG,male,1290,sex,348814,225222,0.37,64.57,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.527,52.7
202052,AG,female,0,sex,345258,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,AG,female,3,sex,345258,3,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,1,100
202101,AG,female,2,sex,345258,5,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202102,AG,female,7,sex,345258,12,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202103,AG,female,114,sex,345258,126,0.03,0.04,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.691,69.1
202104,AG,female,437,sex,345258,563,0.13,0.16,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.565,56.49999999999999
202105,AG,female,1464,sex,345258,2027,0.42,0.59,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.566,56.599999999999994
202106,AG,female,1332,sex,345258,3359,0.39,0.97,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202107,AG,female,2787,sex,345258,6146,0.81,1.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.527,52.7
202108,AG,female,3876,sex,345258,10022,1.12,2.9,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.594,59.4
202109,AG,female,3561,sex,345258,13583,1.03,3.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.598,59.8
202110,AG,female,2783,sex,345258,16366,0.81,4.74,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.594,59.4
202111,AG,female,2834,sex,345258,19200,0.82,5.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.549,54.900000000000006
202112,AG,female,4472,sex,345258,23672,1.3,6.86,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.53,53
202113,AG,female,3349,sex,345258,27021,0.97,7.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.526,52.6
202114,AG,female,4814,sex,345258,31835,1.39,9.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.541,54.1
202115,AG,female,3467,sex,345258,35302,1,10.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.539,53.900000000000006
202116,AG,female,4300,sex,345258,39602,1.25,11.47,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.521,52.1
202117,AG,female,5161,sex,345258,44763,1.49,12.97,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.529,52.900000000000006
202118,AG,female,6451,sex,345258,51214,1.87,14.83,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202119,AG,female,8286,sex,345258,59500,2.4,17.23,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.575,57.49999999999999
202120,AG,female,11263,sex,345258,70763,3.26,20.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.525,52.5
202121,AG,female,8839,sex,345258,79602,2.56,23.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.508,50.8
202122,AG,female,13055,sex,345258,92657,3.78,26.84,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.501,50.1
202123,AG,female,10179,sex,345258,102836,2.95,29.79,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.525,52.5
202124,AG,female,9111,sex,345258,111947,2.64,32.42,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202125,AG,female,11474,sex,345258,123421,3.32,35.75,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202126,AG,female,12204,sex,345258,135625,3.53,39.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.462,46.2
202127,AG,female,14143,sex,345258,149768,4.1,43.38,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.454,45.4
202128,AG,female,10762,sex,345258,160530,3.12,46.5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.441,44.1
202129,AG,female,6731,sex,345258,167261,1.95,48.45,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.458,45.800000000000004
202130,AG,female,4734,sex,345258,171995,1.37,49.82,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202131,AG,female,3453,sex,345258,175448,1,50.82,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.487,48.699999999999996
202132,AG,female,2963,sex,345258,178411,0.86,51.67,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.459,45.9
202133,AG,female,2585,sex,345258,180996,0.75,52.42,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.477,47.699999999999996
202134,AG,female,2996,sex,345258,183992,0.87,53.29,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.491,49.1
202135,AG,female,2665,sex,345258,186657,0.77,54.06,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202136,AG,female,2974,sex,345258,189631,0.86,54.92,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202137,AG,female,3775,sex,345258,193406,1.09,56.02,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.503,50.3
202138,AG,female,4515,sex,345258,197921,1.31,57.33,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.502,50.2
202139,AG,female,4749,sex,345258,202670,1.38,58.7,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.49,49
202140,AG,female,4743,sex,345258,207413,1.37,60.07,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.476,47.599999999999994
202141,AG,female,4977,sex,345258,212390,1.44,61.52,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.469,46.9
202142,AG,female,3689,sex,345258,216079,1.07,62.58,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.466,46.6
202143,AG,female,2743,sex,345258,218822,0.79,63.38,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.479,47.9
202144,AG,female,1672,sex,345258,220494,0.48,63.86,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.456,45.6
202145,AG,female,1430,sex,345258,221924,0.41,64.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.483,48.3
202146,AG,female,1261,sex,345258,223185,0.37,64.64,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.492,49.2
202147,AG,female,1158,sex,345258,224343,0.34,64.98,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.473,47.3
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202101,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202102,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202103,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202104,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202105,AG,unknown,0,sex,NA,0,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202106,AG,unknown,1,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202107,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202108,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202109,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202110,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202111,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202112,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202113,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202114,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202115,AG,unknown,0,sex,NA,1,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202116,AG,unknown,1,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202117,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202118,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202119,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202120,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202121,AG,unknown,0,sex,NA,2,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202122,AG,unknown,2,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202123,AG,unknown,0,sex,NA,4,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202124,AG,unknown,1,sex,NA,5,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202125,AG,unknown,4,sex,NA,9,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202126,AG,unknown,1,sex,NA,10,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202127,AG,unknown,1,sex,NA,11,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202128,AG,unknown,0,sex,NA,11,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202129,AG,unknown,0,sex,NA,11,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202130,AG,unknown,3,sex,NA,14,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202131,AG,unknown,1,sex,NA,15,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202132,AG,unknown,0,sex,NA,15,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202133,AG,unknown,1,sex,NA,16,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202134,AG,unknown,0,sex,NA,16,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202135,AG,unknown,1,sex,NA,17,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202136,AG,unknown,0,sex,NA,17,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202137,AG,unknown,1,sex,NA,18,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202138,AG,unknown,0,sex,NA,18,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202139,AG,unknown,0,sex,NA,18,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202140,AG,unknown,1,sex,NA,19,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202141,AG,unknown,3,sex,NA,22,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202142,AG,unknown,0,sex,NA,22,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202143,AG,unknown,0,sex,NA,22,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202144,AG,unknown,0,sex,NA,22,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202145,AG,unknown,1,sex,NA,23,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202146,AG,unknown,2,sex,NA,25,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.001,0.1
202147,AG,unknown,0,sex,NA,25,NA,NA,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0,0
202052,AI,male,0,sex,8361,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202053,AI,male,0,sex,8361,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202101,AI,male,0,sex,8361,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202102,AI,male,0,sex,8361,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202103,AI,male,0,sex,8361,0,0,0,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,NA,NA
202104,AI,male,10,sex,8361,10,0.12,0.12,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.204,20.4
202105,AI,male,152,sex,8361,162,1.82,1.94,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.537,53.7
202106,AI,male,83,sex,8361,245,0.99,2.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.472,47.199999999999996
202107,AI,male,173,sex,8361,418,2.07,5,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.493,49.3
202108,AI,male,27,sex,8361,445,0.32,5.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.435,43.5
202109,AI,male,9,sex,8361,454,0.11,5.43,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.391,39.1
202110,AI,male,42,sex,8361,496,0.5,5.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.385,38.5
202111,AI,male,9,sex,8361,505,0.11,6.04,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.333,33.300000000000004
202112,AI,male,38,sex,8361,543,0.45,6.49,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.447,44.7
202113,AI,male,44,sex,8361,587,0.53,7.02,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.512,51.2
202114,AI,male,17,sex,8361,604,0.2,7.22,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.5,50
202115,AI,male,16,sex,8361,620,0.19,7.42,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.533,53.300000000000004
202116,AI,male,87,sex,8361,707,1.04,8.46,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.433,43.3
202117,AI,male,283,sex,8361,990,3.38,11.84,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202118,AI,male,144,sex,8361,1134,1.72,13.56,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.477,47.699999999999996
202119,AI,male,57,sex,8361,1191,0.68,14.24,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.504,50.4
202120,AI,male,238,sex,8361,1429,2.85,17.09,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.512,51.2
202121,AI,male,257,sex,8361,1686,3.07,20.17,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.531,53.1
202122,AI,male,199,sex,8361,1885,2.38,22.55,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.51,51
202123,AI,male,217,sex,8361,2102,2.6,25.14,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.514,51.4
202124,AI,male,182,sex,8361,2284,2.18,27.32,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.552,55.2
202125,AI,male,354,sex,8361,2638,4.23,31.55,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.535,53.5
202126,AI,male,394,sex,8361,3032,4.71,36.26,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.534,53.400000000000006
202127,AI,male,189,sex,8361,3221,2.26,38.52,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.569,56.89999999999999
202128,AI,male,77,sex,8361,3298,0.92,39.45,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.507,50.7
202129,AI,male,64,sex,8361,3362,0.77,40.21,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.64,64
202130,AI,male,45,sex,8361,3407,0.54,40.75,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.592,59.199999999999996
202131,AI,male,47,sex,8361,3454,0.56,41.31,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.588,58.8
202132,AI,male,54,sex,8361,3508,0.65,41.96,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.593,59.3
202133,AI,male,27,sex,8361,3535,0.32,42.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.482,48.199999999999996
202134,AI,male,54,sex,8361,3589,0.65,42.93,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.491,49.1
202135,AI,male,61,sex,8361,3650,0.73,43.66,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.535,53.5
202136,AI,male,55,sex,8361,3705,0.66,44.31,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.474,47.4
202137,AI,male,81,sex,8361,3786,0.97,45.28,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.491,49.1
202138,AI,male,95,sex,8361,3881,1.14,46.42,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.485,48.5
202139,AI,male,114,sex,8361,3995,1.36,47.78,COVID19FullyVaccPersons,2021-12-02_07-48-44,detailed,0.483,48.3
